feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Eggerthella_lenta	country	FIN	-2.22126878087464	0.360413787383666	785	453	4.19527551384224e-09	4.37624818306681e-08
Clostridium_symbiosum	age_at_collection	age_at_collection	0.00179853347262583	0.000305554830250497	785	202	5.9849593154826e-09	6.1230737612245e-08
Collinsella_aerofaciens	age_at_collection	age_at_collection	0.00272807149284869	0.000468551842002813	785	351	8.79603446782238e-09	8.82922705071982e-08
Bifidobacterium_breve	age_at_collection	age_at_collection	-0.00294752721018043	0.000508147478792839	785	362	9.80290182557053e-09	9.65767365037689e-08
Lactococcus_lactis	country	FIN	-1.47068326569628	0.24960447403443	785	158	1.95536742858555e-08	1.89137358546821e-07
Blautia_wexlerae	Exclusive_breast_feeding	TRUE	1.84432672747235	0.323611007533208	785	549	2.94556440103922e-08	2.79828618098726e-07
Parasutterella_excrementihominis	age_at_collection	age_at_collection	0.00183380948604512	0.000329255837458795	785	126	3.60661125806622e-08	3.36617050752847e-07
Veillonella_parvula	country	FIN	2.43958860768072	0.423245175780253	785	383	4.25915482619212e-08	3.90667304747278e-07
Agathobaculum_butyriciproducens	country	FIN	-1.08445595697271	0.198442490912183	785	233	1.43522309007684e-07	1.29413336257776e-06
Lactococcus_lactis	country	EST	-1.4532703432444	0.268692646041888	785	158	1.60412061036497e-07	1.42232027452361e-06
Eubacterium_sp_CAG_38	age_at_collection	age_at_collection	0.00234837634939601	0.000450711693899533	785	245	2.42499406279381e-07	2.11491285476444e-06
Enterococcus_faecalis	country	FIN	-1.30594288825145	0.246005321272671	785	135	3.86769596219422e-07	3.31873266433439e-06
Ruminococcus_torques	country	FIN	-1.85615990517501	0.357096290952524	785	271	5.56859416743589e-07	4.70236840805697e-06
Bifidobacterium_bifidum	country	EST	-2.9561968166883	0.580113748133338	785	469	7.70286508833956e-07	6.40300660468226e-06
Haemophilus_parainfluenzae	country	FIN	1.38134758729198	0.267761584216182	785	380	8.09231839764867e-07	6.62325136546014e-06
Prevotella_copri	age_at_collection	age_at_collection	0.00216369098210764	0.000436122890372528	785	179	8.85556731581089e-07	7.13812395759302e-06
Parabacteroides_merdae	age_at_collection	age_at_collection	0.00199122722048552	0.00040219522094897	785	160	9.27671642350806e-07	7.36598975717356e-06
Veillonella_parvula	country	EST	2.06695244762681	0.443665918604059	785	383	5.97814226059488e-06	4.67701718034776e-05
Bacteroides_dorei	country	FIN	3.11665783619066	0.681295878517716	785	269	8.56151986136537e-06	6.60105589311069e-05
Veillonella_atypica	age_at_collection	age_at_collection	-0.00163426956931352	0.00036646486861502	785	247	9.44594852991097e-06	7.17892088273234e-05
Clostridium_bolteae	age_at_collection	age_at_collection	0.00137086240730203	0.000307955764874956	785	231	9.79522833486643e-06	7.33952320302668e-05
Bifidobacterium_dentium	age_at_collection	age_at_collection	-0.0015197902912667	0.000351420157250768	785	174	1.73294531789263e-05	0.000128045404044289
Bifidobacterium_dentium	country	EST	-1.33192803483009	0.316245295793841	785	174	3.7287580258915e-05	0.000271739625996476
Clostridium_clostridioforme	age_at_collection	age_at_collection	0.00116638097199098	0.000283982888003798	785	155	4.44805743755498e-05	0.000319779264429628
Bifidobacterium_dentium	country	FIN	-1.24116393346987	0.301749094291401	785	174	5.94672927876963e-05	0.000421821330174059
Clostridium_innocuum	Exclusive_breast_feeding	TRUE	1.05513144325538	0.269242811597193	785	299	0.000105690589175077	0.000739834124225538
Faecalibacterium_prausnitzii	Exclusive_breast_feeding	TRUE	1.39982170987776	0.357979506419293	785	546	0.00011273495336989	0.000778896041464692
Lachnospira_pectinoschiza	age_at_collection	age_at_collection	0.00158569931357527	0.000412842711916424	785	168	0.000132713269708658	0.000905172557500077
Veillonella_dispar	Exclusive_breast_feeding	TRUE	0.860345288503551	0.223853640238344	785	276	0.000148822393072426	0.00100219636853836
Bifidobacterium_bifidum	age_at_collection	age_at_collection	-0.00218453846623064	0.00057393564433981	785	469	0.000152898215266482	0.00101677313152211
Parabacteroides_merdae	country	EST	1.85100391769854	0.488925497065828	785	160	0.000198673675879436	0.00130486908108469
Coprococcus_comes	country	FIN	-1.05008090886073	0.276041406509067	785	165	0.000203209115655017	0.00131838109181059
Enterococcus_faecalis	country	EST	-0.986247911963964	0.264520352441125	785	135	0.000250471995435147	0.00160543495869275
Ruminococcus_gnavus	Exclusive_breast_feeding	TRUE	1.34862773685958	0.366160684948704	785	578	0.000270080808175091	0.00171051178510891
Erysipelatoclostridium_ramosum	Exclusive_breast_feeding	TRUE	1.16831089891011	0.32681763997311	785	401	0.000400247774507755	0.00250508018868383
Parasutterella_excrementihominis	country	FIN	1.20938233020367	0.342541163081436	785	126	0.000522520185135599	0.00323233416851324
Bacteroides_dorei	age_at_collection	age_at_collection	0.00175426525450858	0.000504411718488581	785	269	0.000538005871256843	0.00328987498285794
Veillonella_dispar	age_at_collection	age_at_collection	-0.0010906681119868	0.00031560273431296	785	276	0.000579177984088444	0.00350139417653468
Intestinibacter_bartlettii	delivery	vaginal	-1.07207210989538	0.306913845130376	785	304	0.000597570324135486	0.00357199339820313
Collinsella_aerofaciens	country	FIN	-1.80526349762618	0.518803607390986	785	351	0.000625143907875548	0.00369529509988657
Bacteroides_vulgatus	country	EST	2.46354172669178	0.7168464851201	785	515	0.000701934548661865	0.00410361736140783
Dorea_longicatena	country	FIN	-1.17340816448001	0.342046424555988	785	295	0.000746914537215316	0.0043191144978103
Clostridium_symbiosum	Exclusive_breast_feeding	TRUE	0.786041859194254	0.232418001085358	785	202	0.00079770527240387	0.00456321725719203
Intestinibacter_bartlettii	abx_first_year	TRUE	-0.681473408030786	0.200703651185791	785	304	0.000839909395820292	0.00475352977208931
Bifidobacterium_pseudocatenulatum	age_at_collection	age_at_collection	0.00165553796467466	0.000494694831373605	785	288	0.000861241147419103	0.00482295042554698
Haemophilus_parainfluenzae	country	EST	0.967792376106069	0.287567322259668	785	380	0.000923680912488349	0.00511873172337293
Dorea_formicigenerans	country	FIN	-0.697460945053436	0.210075001256232	785	214	0.00111918162165108	0.00613819198678734
Flavonifractor_plautii	Exclusive_breast_feeding	TRUE	1.00488535241946	0.309935152938859	785	578	0.0013257183801612	0.00719675692087511
Clostridium_bolteae	Exclusive_breast_feeding	TRUE	0.662464115118057	0.204534822600907	785	231	0.00136716610720365	0.00734679160638731
Clostridium_bolteae	country	FIN	0.74374930895947	0.228857885118941	785	231	0.00144034431431295	0.00766263175214488
Erysipelatoclostridium_ramosum	age_at_collection	age_at_collection	-0.00140766484521045	0.000443593973856601	785	401	0.00156846290078201	0.00826160656649533
Hungatella_hathewayi	age_at_collection	age_at_collection	0.00106453669426669	0.000336662580725491	785	240	0.00162921947677713	0.00841499768587799
Veillonella_atypica	Exclusive_breast_feeding	TRUE	0.790466093129159	0.247925289384731	785	247	0.00161597651019484	0.00841499768587799
Bacteroides_stercoris	age_at_collection	age_at_collection	0.00115986932441607	0.000368668413420214	785	125	0.00172538576712587	0.00882601180875925
Agathobaculum_butyriciproducens	country	EST	-0.671923719084582	0.212334211320288	785	233	0.00175079361025523	0.00887068762529318
Odoribacter_splanchnicus	country	EST	1.12408704176769	0.365712587541747	785	169	0.00241617472808116	0.0121264618428224
Blautia_wexlerae	country	EST	-1.19641318682205	0.391998768690059	785	549	0.00258651162510907	0.012789788038617
Intestinibacter_bartlettii	age_at_collection	age_at_collection	0.000900582849259114	0.000298026454585649	785	304	0.00259642313565909	0.012789788038617
Anaerostipes_hadrus	Exclusive_breast_feeding	TRUE	0.957368474860171	0.324762151937002	785	521	0.00342576846886983	0.0167202644535665
Clostridium_innocuum	delivery	vaginal	-1.27320403117645	0.433124951677352	785	299	0.00368167487263349	0.0178059184749183
Sellimonas_intestinalis	country	FIN	0.724378246345401	0.24804411516945	785	195	0.00397662951121951	0.019004982404256
Eubacterium_hallii	country	FIN	-0.863828675105904	0.296224866054948	785	330	0.00400104892721178	0.019004982404256
Veillonella_atypica	abx_first_year	TRUE	-0.717694774878793	0.247339764708562	785	247	0.00422149424326417	0.0198746454638632
Fusicatenibacter_saccharivorans	country	FIN	-1.15426880002019	0.400766237921628	785	399	0.00443851472278038	0.0207130687063084
Barnesiella_intestinihominis	country	EST	1.0469463703843	0.365910692813893	785	137	0.00464963405578666	0.0215096114580739
Parabacteroides_distasonis	country	EST	1.72994352612198	0.606194887095494	785	343	0.00474369893904061	0.0217555847893932
Gemmiger_formicilis	country	FIN	-0.562103937641647	0.197245782469676	785	178	0.0049020828834666	0.0221009160508833
Bacteroides_dorei	country	EST	1.96232354643831	0.689778745769049	785	269	0.00487884238562442	0.0221009160508833
Erysipelatoclostridium_ramosum	country	EST	-1.11778088863378	0.402919658301046	785	401	0.00602772801312994	0.0269474899410515
Veillonella_atypica	country	FIN	0.765930681541466	0.279602171734459	785	247	0.0069596136409572	0.0308542871415769
Clostridium_clostridioforme	Exclusive_breast_feeding	TRUE	0.567662209149063	0.21337699219533	785	155	0.00816818574278037	0.0356186460258947
Eubacterium_siraeum	gender	Male	0.495239003722799	0.185308579777208	785	120	0.00811021082215478	0.0356186460258947
Bifidobacterium_longum	country	FIN	-1.21100125402269	0.456752419414383	785	722	0.00874334738069184	0.0378167545246184
Haemophilus_sp_HMSC71H05	delivery	vaginal	-0.730269654477357	0.275944477632294	785	227	0.0088970435400402	0.0381711868008176
Dialister_invisus	country	FIN	-0.748037623454288	0.28528480021234	785	224	0.00946364820329235	0.0402772867532122
Ruthenibacterium_lactatiformans	delivery	vaginal	-1.03906899677312	0.408366394139749	785	354	0.0117261812315313	0.0495105429775765
Hungatella_hathewayi	country	FIN	0.683832205740907	0.273534688307784	785	240	0.0135581790661081	0.0567948918359804
Streptococcus_salivarius	country	FIN	-0.580053481706532	0.23574936739233	785	299	0.0148659427484021	0.0617865745480463
Fusicatenibacter_saccharivorans	Exclusive_breast_feeding	TRUE	0.835096113057502	0.343153956852997	785	399	0.0154480411988969	0.0637082009132801
Ruthenibacterium_lactatiformans	country	FIN	-0.732415346978876	0.303358880906053	785	354	0.0168420732586729	0.0689229459508767
Clostridium_innocuum	country	EST	-0.811931517401384	0.338042957935379	785	299	0.017187920791132	0.069801327182307
Veillonella_parvula	delivery	vaginal	-1.35308639691404	0.566899611603878	785	383	0.0180465669537571	0.0727331334802937
Dialister_invisus	gender	Male	0.54319121570153	0.229894328350646	785	224	0.0190817490233398	0.0763269960933591
Intestinibacter_bartlettii	Exclusive_breast_feeding	TRUE	0.469991060315327	0.201282653656145	785	304	0.0202767357508289	0.080501667309261
Veillonella_atypica	country	EST	0.692667996372847	0.297353473210745	785	247	0.0209508424023659	0.0825618382078418
Lachnospira_pectinoschiza	Exclusive_breast_feeding	TRUE	0.629061415684518	0.275701989266273	785	168	0.02326058604931	0.0909899395458303
Hungatella_hathewayi	delivery	vaginal	-0.834700318534496	0.367914625464548	785	240	0.0245832329674797	0.095461897362768
Intestinibacter_bartlettii	country	FIN	0.511631010857484	0.226831051718372	785	304	0.0254835254448347	0.0982408372221165
Akkermansia_muciniphila	gender	Male	-0.780284890682783	0.347470610479963	785	342	0.0259472905335952	0.0993090544163501
Parabacteroides_distasonis	country	FIN	1.3262276319746	0.593065258183219	785	343	0.026499416578189	0.100697782997118
Veillonella_dispar	country	FIN	0.57267090642365	0.258202561338337	785	276	0.0280080211803016	0.105675654382414
Ruminococcus_torques	country	EST	-0.82276760537698	0.373935820147976	785	271	0.0288740208282716	0.108175909018595
Bacteroides_thetaiotaomicron	delivery	vaginal	1.48978805089216	0.68056154591863	785	223	0.0297299677061892	0.109835714025644
Bacteroides_xylanisolvens	country	EST	0.939619478378171	0.429142357453852	785	149	0.0296215714167462	0.109835714025644
Hungatella_hathewayi	country	EST	0.627561889895551	0.288507689806547	785	240	0.0309439794866199	0.112754774567683
Eubacterium_hallii	delivery	vaginal	0.870917401900954	0.400850715498767	785	330	0.0309334757103514	0.112754774567683
Alistipes_putredinis	abx_first_year	TRUE	0.701257635813642	0.323659921039398	785	146	0.0314328967282513	0.113757150064148
Ruminococcus_gnavus	country	FIN	0.907075333970039	0.427742214031136	785	578	0.0354398882719692	0.124861063315812
Flavonifractor_plautii	delivery	vaginal	-1.01125908867059	0.47654734745651	785	578	0.035156433413394	0.124861063315812
Haemophilus_parainfluenzae	Exclusive_breast_feeding	TRUE	0.512160823333857	0.241892091660909	785	380	0.0352872451850797	0.124861063315812
Alistipes_putredinis	country	EST	0.818480054057952	0.386375523427602	785	146	0.0352764309980682	0.124861063315812
Akkermansia_muciniphila	country	FIN	-0.90828881985419	0.430317006002001	785	342	0.0363292789976527	0.12632141455393
Ruthenibacterium_lactatiformans	country	EST	-0.675712394474587	0.320348534645328	785	354	0.0361206320626358	0.12632141455393
Alistipes_finegoldii	delivery	vaginal	0.999303820994662	0.479344831834895	785	210	0.0384433213647783	0.132804201078325
Bifidobacterium_longum	age_at_collection	age_at_collection	-0.00098953616533003	0.00048033294431436	785	722	0.0397395829373739	0.136396504017309
Dialister_invisus	abx_first_year	TRUE	-0.510501622843092	0.251043579424659	785	224	0.0432542039422988	0.14656838533314
Alistipes_finegoldii	country	EST	0.762863608252739	0.374599176651482	785	210	0.0430159470950344	0.14656838533314
Clostridium_symbiosum	country	FIN	0.565441539184271	0.279131550309506	785	202	0.0443302803100282	0.149263981803386
Bacteroides_uniformis	delivery	vaginal	1.75204559407245	0.868178325907528	785	486	0.0449386268247596	0.150360688495422
Haemophilus_sp_HMSC71H05	country	EST	0.439387730169218	0.219516051822523	785	227	0.046641955113827	0.155084500753475
Eubacterium_sp_CAG_38	Exclusive_breast_feeding	TRUE	0.590344607228779	0.297460099904054	785	245	0.0482342618699516	0.159382778352883
Flavonifractor_plautii	country	EST	-0.735975377202622	0.374094568981862	785	578	0.0505272878312956	0.165182241539733
Clostridium_clostridioforme	country	FIN	0.500496205900638	0.254275758793037	785	155	0.050683097985153	0.165182241539733
Parabacteroides_merdae	country	FIN	0.941644700964787	0.479336426292056	785	160	0.0509208413769102	0.165182241539733
Bifidobacterium_breve	country	FIN	0.953095611059589	0.489087616964152	785	362	0.05272789059259	0.170007501789442
Lactococcus_lactis	age_at_collection	age_at_collection	0.000674388237448533	0.000353745148230614	785	158	0.0569686796899921	0.182462913900111
Bifidobacterium_pseudocatenulatum	country	EST	-1.0840130926022	0.567195070878039	785	288	0.0572768921453357	0.182462913900111
Parasutterella_excrementihominis	gender	Male	0.521680669148853	0.273613696749496	785	126	0.0580565521111338	0.183845748351924
Bacteroides_ovatus	gender	Male	-0.930135837872285	0.493924581062797	785	337	0.0611516955751291	0.192501195538276
Blautia_obeum	country	FIN	-0.425123500895859	0.229483285482382	785	157	0.0656385536554031	0.205410062027497
Dorea_formicigenerans	abx_first_year	TRUE	-0.342433484398422	0.185481190249503	785	214	0.0664889791660652	0.206854601849981
Bifidobacterium_bifidum	delivery	vaginal	1.36490557125659	0.744732503749949	785	469	0.0683464433630111	0.211397138773965
Faecalibacterium_prausnitzii	gender	Male	0.602696888285544	0.334078223473093	785	546	0.0728613547873246	0.220240004243504
Roseburia_intestinalis	abx_first_year	TRUE	-0.646382510952694	0.357548276553289	785	348	0.0722553610412246	0.220240004243504
Veillonella_parvula	abx_first_year	TRUE	-0.671552955753207	0.37103404860843	785	383	0.0720229458382873	0.220240004243504
Alistipes_finegoldii	abx_first_year	TRUE	0.566721496976353	0.313844421389968	785	210	0.0725824958533368	0.220240004243504
Ruminococcus_gnavus	abx_first_year	TRUE	-0.670914028427	0.375222089691631	785	578	0.0753972665418241	0.225344639327249
Coprococcus_comes	delivery	vaginal	0.658042905541664	0.367626429901904	785	165	0.0751937087737515	0.225344639327249
Blautia_wexlerae	gender	Male	0.526860899680218	0.299289945824644	785	549	0.0800975314714716	0.238055233200128
Bacteroides_uniformis	gender	Male	-0.915357631178223	0.52386974109248	785	486	0.0821940061715408	0.241586802669943
Veillonella_dispar	abx_first_year	TRUE	-0.397067679682297	0.227080289476039	785	276	0.0820964485918173	0.241586802669943
Eubacterium_siraeum	Exclusive_breast_feeding	TRUE	-0.342422233239489	0.199821297230857	785	120	0.0874905861416219	0.255741713337049
Fusicatenibacter_saccharivorans	gender	Male	0.549725244722796	0.322237569438269	785	399	0.089550502343665	0.260332607906174
Fusicatenibacter_saccharivorans	country	EST	-0.714707404787081	0.420602088460964	785	399	0.0906520187755358	0.261058094862501
Roseburia_intestinalis	country	EST	0.729431286235257	0.429579987695078	785	348	0.0910496686744973	0.261058094862501
Bifidobacterium_adolescentis	country	FIN	-0.989251985714363	0.582793744816873	785	338	0.0912721910609494	0.261058094862501
Bifidobacterium_longum	Exclusive_breast_feeding	TRUE	-0.629796296475742	0.374209408190824	785	722	0.0931752891326714	0.264313399423998
Ruminococcus_gnavus	delivery	vaginal	-0.965626895790606	0.573349801601599	785	578	0.0937983211078031	0.264313399423998
Erysipelatoclostridium_ramosum	delivery	vaginal	-0.866963770971725	0.515063031885147	785	401	0.0939008129532625	0.264313399423998
Streptococcus_thermophilus	abx_first_year	TRUE	-0.400112764233815	0.239853705188354	785	187	0.0970558801563258	0.271756464437712
Blautia_wexlerae	abx_first_year	TRUE	-0.541236986536138	0.326884878634938	785	549	0.0995047295759619	0.276397930960078
Bifidobacterium_adolescentis	Exclusive_breast_feeding	TRUE	0.73790854242985	0.447432243802611	785	338	0.0997526367374716	0.276397930960078
Haemophilus_sp_HMSC71H05	country	FIN	0.32960307312203	0.200148669473661	785	227	0.101799401261079	0.280607676014995
Bacteroides_fragilis	delivery	vaginal	1.40215461563167	0.856171253276551	785	454	0.103155552923574	0.282880176058461
Coprococcus_comes	abx_first_year	TRUE	-0.392960008376055	0.240802768622716	785	165	0.104540440654126	0.285207766297412
Eubacterium_rectale	country	EST	0.759173747274573	0.470872180435697	785	323	0.108394943228419	0.294214845905709
Barnesiella_intestinihominis	abx_first_year	TRUE	0.489024436879224	0.307371858831994	785	137	0.113250795610413	0.305834635861623
Dialister_invisus	country	EST	-0.473553958848979	0.30092907222296	785	224	0.116959595568218	0.313588238558191
Bacteroides_uniformis	country	FIN	1.03291439060808	0.656440198002241	785	486	0.117300863671203	0.313588238558191
Roseburia_inulinivorans	gender	Male	0.486799815150297	0.313674699980823	785	362	0.122337297081373	0.325021016169943
Eubacterium_sp_CAG_38	gender	Male	0.417405642595972	0.269206116777037	785	245	0.122799293703305	0.325021016169943
Streptococcus_thermophilus	country	EST	-0.442639497237836	0.288291261015564	785	187	0.12633089212582	0.332713042628396
Bacteroides_vulgatus	delivery	vaginal	1.41879571882018	0.926758888664474	785	515	0.127302786731728	0.333621096262459
Barnesiella_intestinihominis	Exclusive_breast_feeding	TRUE	-0.43962455135857	0.289375556800818	785	137	0.129521408042392	0.337131175484381
Odoribacter_splanchnicus	Exclusive_breast_feeding	TRUE	-0.444120518591521	0.2928825814205	785	169	0.130328964924715	0.337131175484381
Bacteroides_caccae	delivery	vaginal	1.06991754565682	0.704456841020161	785	215	0.130543274717636	0.337131175484381
Eggerthella_lenta	gender	Male	-0.433372811564042	0.288671113202407	785	453	0.134862686317797	0.346603618942358
Intestinimonas_butyriciproducens	abx_first_year	TRUE	0.272327575345149	0.181739485583318	785	172	0.135644085938394	0.346935835188584
Flavonifractor_plautii	country	FIN	0.525334809424551	0.35345836656247	785	578	0.139178839430818	0.352586393224738
Lactococcus_lactis	abx_first_year	TRUE	-0.330730773465423	0.222639080000867	785	158	0.13891935450346	0.352586393224738
Streptococcus_salivarius	age_at_collection	age_at_collection	-0.000443811565081725	0.000300756724489044	785	299	0.140450687811307	0.354122113344149
Barnesiella_intestinihominis	delivery	vaginal	0.686517474430013	0.469213585525129	785	137	0.145037162776065	0.363961182060691
Anaerostipes_hadrus	country	EST	-0.573246107381867	0.394361406349504	785	521	0.147442948389535	0.368261260766351
Bacteroides_fragilis	abx_first_year	TRUE	0.810156033141724	0.561441930031019	785	454	0.150706953713212	0.373803845956329
Roseburia_faecis	abx_first_year	TRUE	-0.511859063616531	0.355154154159865	785	327	0.151067343760546	0.373803845956329
Streptococcus_salivarius	delivery	vaginal	-0.450473210841354	0.318092818172549	785	299	0.158283529576831	0.389846470994788
Parasutterella_excrementihominis	Exclusive_breast_feeding	TRUE	0.379980897674954	0.269841586463096	785	126	0.159772818736819	0.391701103999944
Anaerostipes_hadrus	country	FIN	-0.52609225572085	0.373993414994292	785	521	0.161199671497975	0.393386354297812
Veillonella_dispar	delivery	vaginal	-0.486428146899567	0.347092392926751	785	276	0.16280861169601	0.395498545307202
Escherichia_coli	country	EST	0.647045898835744	0.466448255919181	785	579	0.166926258886556	0.399888734544505
Eubacterium_rectale	country	FIN	-0.621629357949795	0.448713072103949	785	323	0.167707875413788	0.399888734544505
Ruminococcus_bromii	country	FIN	-0.556784252855115	0.402419203429617	785	306	0.168374204018739	0.399888734544505
