feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Intestinibacter_bartlettii	age_at_collection	age_at_collection	0.00699620312766883	0.00215341113257752	147	34	0.00145516158514598	0.025733383821529
Veillonella_dispar	country	FIN	1.77139831357392	0.554155624961141	147	46	0.00172433441690791	0.0289688182040528
Veillonella_atypica	age_at_collection	age_at_collection	0.0103509700556154	0.00330271883549301	147	53	0.00210632472098013	0.0329250723374517
Haemophilus_parainfluenzae	country	FIN	1.8848264604442	0.602906570854742	147	55	0.00215944613911545	0.0329250723374517
Bacteroides_dorei	country	FIN	2.96038892762266	0.951057410983573	147	48	0.00225379959452794	0.0329250723374517
Fusicatenibacter_saccharivorans	delivery	vaginal	-1.86810471604815	0.61190301069384	147	21	0.00271943004327293	0.038072020605821
Fusicatenibacter_saccharivorans	age_at_collection	age_at_collection	0.00658865468821021	0.00217819087257273	147	21	0.00296776586547869	0.0391459040888674
Bacteroides_vulgatus	country	EST	3.40073183827986	1.12673598491632	147	79	0.00302914734020998	0.0391459040888674
Veillonella_infantium	country	FIN	1.36513171648093	0.457723072612985	147	34	0.0033819558844412	0.0420865621174904
Intestinibacter_bartlettii	delivery	vaginal	-1.71499291538043	0.604941822077082	147	34	0.00527221725199729	0.0632666070239675
Eubacterium_rectale	delivery	vaginal	-1.42331594954646	0.507431984443168	147	21	0.00575953548468684	0.0645067974284926
Bifidobacterium_pseudocatenulatum	age_at_collection	age_at_collection	0.0126810421978273	0.00451986128178458	147	37	0.00574794290466864	0.0645067974284926
Streptococcus_parasanguinis	age_at_collection	age_at_collection	-0.00633922311281325	0.00231842249882815	147	44	0.00707196819866585	0.0766510101532815
Bifidobacterium_bifidum	age_at_collection	age_at_collection	0.013335113456275	0.0050151146131207	147	87	0.00876443397143625	0.08661322983537
Intestinibacter_bartlettii	country	FIN	1.12617414263	0.422566651746986	147	34	0.00861490740838789	0.08661322983537
Veillonella_dispar	Exclusive_breast_feeding	TRUE	1.26158399911115	0.471433568241408	147	46	0.00835141232534321	0.08661322983537
Parabacteroides_distasonis	country	EST	2.14102511070643	0.810015447291116	147	43	0.00916283134557231	0.0879631809174942
Ruminococcus_torques	age_at_collection	age_at_collection	0.00508188828762427	0.00197072660646188	147	19	0.0109649232813203	0.0921053555630908
Enterococcus_faecalis	age_at_collection	age_at_collection	-0.00917084825386339	0.00355137578338944	147	55	0.0108550417277236	0.0921053555630908
Bifidobacterium_dentium	country	EST	-1.54132094495192	0.59549924496334	147	40	0.0106780913833671	0.0921053555630908
Collinsella_aerofaciens	country	EST	2.17142712524952	0.834809233837393	147	44	0.0103053584988224	0.0921053555630908
Enterobacter_cloacae_complex	country	FIN	1.05871293707156	0.409141675803409	147	22	0.0106970031166784	0.0921053555630908
Akkermansia_muciniphila	age_at_collection	age_at_collection	0.00878036110534409	0.0034971985093115	147	24	0.013203781302606	0.10080624635169
Streptococcus_parasanguinis	country	FIN	-1.1416732562763	0.454947045570466	147	44	0.0132474389454011	0.10080624635169
Bifidobacterium_adolescentis	age_at_collection	age_at_collection	0.0107274581139622	0.00423076346588263	147	40	0.0123404959763945	0.10080624635169
Bifidobacterium_dentium	country	FIN	-1.41089385100488	0.56380453571459	147	40	0.0135008365649585	0.10080624635169
Bacteroides_dorei	country	EST	2.51944307687439	1.0045218409598	147	48	0.0132963313683473	0.10080624635169
Veillonella_infantium	age_at_collection	age_at_collection	0.00573068632054987	0.00233256920802298	147	34	0.0152585546985212	0.111453790841372
Eggerthella_lenta	country	EST	-1.58775484902902	0.649178549939296	147	67	0.0157124732249139	0.112327468161086
Clostridium_innocuum	delivery	vaginal	-1.6015032422268	0.665135791678592	147	29	0.0173711108438327	0.121597775906829
Eggerthella_lenta	age_at_collection	age_at_collection	0.00736952778496795	0.00313215499727028	147	67	0.0200419520130588	0.137430528089546
Clostridium_innocuum	Exclusive_breast_feeding	TRUE	0.915515613699538	0.395258015361465	147	29	0.0220179055866074	0.147960325542002
Blautia_wexlerae	country	FIN	1.1717153995613	0.521493959553348	147	52	0.0262377545175852	0.17286050035115
Ruminococcus_torques	delivery	vaginal	-1.23945999784737	0.553621612748822	147	19	0.0267683873051105	0.172964964125329
Parabacteroides_merdae	age_at_collection	age_at_collection	-0.00534662173253657	0.00244196696283526	147	19	0.0302431716899287	0.191730295996529
Streptococcus_salivarius	age_at_collection	age_at_collection	-0.00588461525246337	0.0027094608637224	147	61	0.0315737130088019	0.195405664603149
Eubacterium_sp_CAG_38	country	FIN	1.28287012479104	0.592124638419637	147	19	0.0319860462892059	0.195405664603149
Bacteroides_ovatus	gender	Male	-1.24744935784535	0.57818864739814	147	43	0.0326971723993212	0.196183034395927
Escherichia_coli	Exclusive_breast_feeding	TRUE	1.72213936827604	0.81710571802603	147	124	0.0368733304105975	0.196999435837745
Blautia_wexlerae	Exclusive_breast_feeding	TRUE	0.941935440181279	0.443647500981002	147	52	0.0355250906314197	0.196999435837745
Parabacteroides_distasonis	country	FIN	1.62547257799127	0.76690337904581	147	43	0.0358363017245875	0.196999435837745
Veillonella_atypica	Exclusive_breast_feeding	TRUE	1.16091592850752	0.551351584183979	147	53	0.0370522581306445	0.196999435837745
Haemophilus_parainfluenzae	age_at_collection	age_at_collection	0.00656421257181901	0.00307242825768491	147	55	0.0344037341865835	0.196999435837745
Veillonella_infantium	Exclusive_breast_feeding	TRUE	0.824239090394696	0.389396067942994	147	34	0.0360790170246154	0.196999435837745
Haemophilus_sp_HMSC71H05	abx_first_year	TRUE	0.782175428885043	0.372414661990064	147	26	0.0375237020643324	0.196999435837745
Collinsella_aerofaciens	age_at_collection	age_at_collection	0.00846398616935345	0.00402778544327391	147	44	0.0374238010231971	0.196999435837745
Bifidobacterium_longum	Exclusive_breast_feeding	TRUE	-1.67650288768166	0.802128596867782	147	130	0.03844660932912	0.198739395916682
Eubacterium_sp_CAG_38	country	EST	1.29483860540598	0.625411384206358	147	19	0.0402808116831388	0.205065950386888
Ruminococcus_gnavus	country	FIN	1.86379647604893	0.910284789756917	147	84	0.04250728075026	0.213170840777423
Flavonifractor_plautii	country	EST	1.45692655594498	0.716895089943917	147	54	0.0440445337695947	0.21763181392035
Veillonella_infantium	country	EST	0.944126758817344	0.483454330139187	147	34	0.0528578663468589	0.257394827428182
Bacteroides_vulgatus	age_at_collection	age_at_collection	0.0105002729974199	0.00543627288068887	147	79	0.0554684074566933	0.266248355792128
Erysipelatoclostridium_ramosum	Exclusive_breast_feeding	TRUE	1.08048288639556	0.574552985916093	147	53	0.0621388380623899	0.294065487168493
Klebsiella_oxytoca	Exclusive_breast_feeding	TRUE	0.93291648041759	0.501745195956375	147	31	0.0651079848384771	0.30383726257956
Enterobacter_cloacae_complex	country	EST	0.790374542955411	0.43214189242937	147	22	0.0695630089377593	0.320180424699823
Eggerthella_lenta	country	FIN	-1.11017109369362	0.614626826213572	147	67	0.0730581333584657	0.331723416330331
Haemophilus_sp_HMSC71H05	delivery	vaginal	-1.15743390090177	0.649124682703647	147	26	0.0767734216225109	0.343944928868849
Klebsiella_pneumoniae	age_at_collection	age_at_collection	-0.00710971714775659	0.00406374622837026	147	56	0.082419400329023	0.346161481381897
Bifidobacterium_longum	age_at_collection	age_at_collection	0.00842303329946937	0.00480492901690619	147	130	0.0818228700384518	0.346161481381897
Streptococcus_salivarius	abx_first_year	TRUE	-0.767596173486853	0.436684911234622	147	61	0.0810021317849935	0.346161481381897
Roseburia_intestinalis	country	EST	0.796844247762448	0.454378052101392	147	21	0.0817014890765163	0.346161481381897
Haemophilus_sp_HMSC71H05	age_at_collection	age_at_collection	0.00406160975528025	0.00231068884172265	147	26	0.0810075893792741	0.346161481381897
Klebsiella_oxytoca	abx_first_year	TRUE	0.834409736698936	0.484408218875684	147	31	0.0872130155288928	0.361772508860592
Bacteroides_ovatus	age_at_collection	age_at_collection	0.00663718774764875	0.00388958019089626	147	43	0.0901826127550169	0.36578073881358
Clostridium_innocuum	country	FIN	0.792384880190452	0.464613611076951	147	29	0.0903565515521641	0.36578073881358
Haemophilus_parainfluenzae	country	EST	1.08084067033474	0.636799431335515	147	55	0.0918938001919938	0.367575200767975
Bifidobacterium_dentium	age_at_collection	age_at_collection	0.00478324728921558	0.00287316322475075	147	40	0.0982211368870676	0.388262376400644
Blautia_wexlerae	delivery	vaginal	-1.23239338099869	0.746565079828604	147	52	0.101063373215467	0.392105196824145
Bacteroides_fragilis	country	FIN	1.69761559463639	1.0368839957869	147	66	0.1038611979683	0.392105196824145
Streptococcus_salivarius	delivery	vaginal	-1.2493465423447	0.761148749976462	147	61	0.102992339792494	0.392105196824145
Veillonella_dispar	age_at_collection	age_at_collection	0.00463927591756239	0.0028239921135241	147	46	0.102699396001438	0.392105196824145
Bacteroides_fragilis	Exclusive_breast_feeding	TRUE	1.4144731638868	0.882102247036661	147	66	0.111105071961674	0.397399561392062
Bacteroides_ovatus	delivery	vaginal	1.73443467801075	1.09267092205441	147	43	0.114725468616161	0.397399561392062
Ruminococcus_gnavus	country	EST	1.52937960264355	0.961457155208602	147	84	0.113967765113402	0.397399561392062
Flavonifractor_plautii	gender	Male	-0.829156314929188	0.514163827872517	147	54	0.109109369940159	0.397399561392062
Veillonella_infantium	gender	Male	0.552457374725504	0.346737943211961	147	34	0.113380933909154	0.397399561392062
Veillonella_infantium	abx_first_year	TRUE	0.59931403219846	0.375941129540702	147	34	0.113185770838664	0.397399561392062
Veillonella_dispar	gender	Male	0.677895822825924	0.419788280545843	147	46	0.108626922580283	0.397399561392062
Haemophilus_sp_HMSC71H05	country	EST	0.769861245703233	0.478919348799065	147	26	0.110231062316141	0.397399561392062
Ruthenibacterium_lactatiformans	delivery	vaginal	-0.928906655793008	0.592501120273774	147	24	0.119224531002873	0.402606308564115
Fusicatenibacter_saccharivorans	Exclusive_breast_feeding	TRUE	0.567298189308926	0.363624349533462	147	21	0.121021539181475	0.402606308564115
Erysipelatoclostridium_ramosum	age_at_collection	age_at_collection	0.00537997053648027	0.00344170040135521	147	53	0.120302413253419	0.402606308564115
Roseburia_intestinalis	delivery	vaginal	-0.961011716283947	0.615861542527832	147	21	0.120947570684756	0.402606308564115
Klebsiella_quasipneumoniae	age_at_collection	age_at_collection	-0.00375822602534139	0.00244616753686252	147	31	0.126736527516117	0.408948514963527
Intestinibacter_bartlettii	Exclusive_breast_feeding	TRUE	0.554371821911237	0.359487651987427	147	34	0.125335304115603	0.408948514963527
Eubacterium_sp_CAG_38	delivery	vaginal	-1.29869704370358	0.847679191392471	147	19	0.127796410926102	0.408948514963527
Bifidobacterium_adolescentis	country	EST	1.34778614047795	0.876878984057771	147	40	0.126576525367766	0.408948514963527
Fusicatenibacter_saccharivorans	gender	Male	-0.480903755233628	0.323789502356963	147	21	0.13976216497555	0.430826490199861
Clostridium_innocuum	age_at_collection	age_at_collection	0.00351752699443896	0.00236768357915571	147	29	0.139655091979721	0.430826490199861
Eggerthella_lenta	gender	Male	-0.695987644758799	0.465596895405757	147	67	0.137242330441386	0.430826490199861
Eggerthella_lenta	abx_first_year	TRUE	0.751927915584158	0.504810696943207	147	67	0.138631209108662	0.430826490199861
Escherichia_coli	delivery	vaginal	2.02601114149292	1.3750164133859	147	124	0.142908416346688	0.433541590870976
Ruthenibacterium_lactatiformans	Exclusive_breast_feeding	TRUE	-0.516701165578167	0.352094744905898	147	24	0.144513863623659	0.433541590870976
Veillonella_parvula	Exclusive_breast_feeding	TRUE	1.07895915110935	0.734656851380267	147	86	0.144201565110433	0.433541590870976
Akkermansia_muciniphila	gender	Male	-0.743061271366614	0.519860852982099	147	24	0.155164514583157	0.449442042240868
Blautia_wexlerae	country	EST	0.792894913542403	0.550810146948104	147	52	0.152271523836644	0.449442042240868
Faecalibacterium_prausnitzii	country	EST	0.954287568876894	0.667109877497454	147	40	0.154839580991994	0.449442042240868
Anaerostipes_hadrus	Exclusive_breast_feeding	TRUE	-0.666008547978454	0.46400831335878	147	36	0.153453581741939	0.449442042240868
Bacteroides_vulgatus	delivery	vaginal	2.17447916910894	1.52717183077615	147	79	0.156744096337164	0.450136892045188
Escherichia_coli	gender	Male	-1.02884784467492	0.727592236746869	147	124	0.159600875858252	0.452236502683399
Streptococcus_parasanguinis	gender	Male	0.486664314570417	0.344635025608247	147	44	0.16016709470037	0.452236502683399
Bifidobacterium_breve	country	FIN	1.38626657206509	0.989724202801885	147	71	0.163560466750465	0.457969306901302
Lactobacillus_rhamnosus	country	EST	-1.01975352713454	0.733345466916024	147	43	0.166600350896448	0.462625767778566
Parabacteroides_distasonis	abx_first_year	TRUE	0.871653458265248	0.629879811216849	147	43	0.168641320559834	0.464454784492657
Bacteroides_fragilis	delivery	vaginal	2.03599395629587	1.48439184942939	147	66	0.172413494277171	0.467354226487686
Bacteroides_vulgatus	country	FIN	1.46296452777967	1.06676685860077	147	79	0.172475964537122	0.467354226487686
Bacteroides_dorei	delivery	vaginal	1.85562948178442	1.36152344422295	147	48	0.175131680028866	0.470753955917591
Bifidobacterium_bifidum	Exclusive_breast_feeding	TRUE	-1.13449330341451	0.8372167067608	147	87	0.17760694173689	0.472830458655436
Enterobacter_cloacae_complex	Exclusive_breast_feeding	TRUE	0.470442600575701	0.348066700854649	147	22	0.178718655503692	0.472830458655436
Bifidobacterium_longum	country	FIN	-1.24120534790139	0.942877435636595	147	130	0.190221503038209	0.499331445475299
Blautia_wexlerae	abx_first_year	TRUE	0.558860698962675	0.428317993855871	147	52	0.194139449184416	0.501775807122799
Bacteroides_thetaiotaomicron	delivery	vaginal	1.04478645073763	0.800136084598108	147	21	0.193806411439614	0.501775807122799
Klebsiella_variicola	Exclusive_breast_feeding	TRUE	0.646945727935588	0.503764326672693	147	33	0.201215739030616	0.515752466891642
Eubacterium_sp_CAG_38	Exclusive_breast_feeding	TRUE	0.644889110464381	0.503734724615306	147	19	0.202617040564573	0.515752466891642
Haemophilus_parainfluenzae	Exclusive_breast_feeding	TRUE	0.649930700497898	0.512907174828683	147	55	0.207235633243291	0.523542652404104
Streptococcus_salivarius	gender	Male	0.505866753880393	0.40276313511687	147	61	0.211241573780217	0.525756805852984
Klebsiella_oxytoca	country	EST	0.782748940490309	0.622941286729058	147	31	0.211044074677174	0.525756805852984
Klebsiella_pneumoniae	Exclusive_breast_feeding	TRUE	0.816484546623273	0.678396506737201	147	56	0.230823835137689	0.56316703295364
Eubacterium_rectale	country	EST	0.450121867585914	0.374379532969151	147	21	0.231300745677388	0.56316703295364
Bacteroides_caccae	gender	Male	-0.575809081259593	0.477396048775066	147	24	0.229825185023394	0.56316703295364
Akkermansia_muciniphila	abx_first_year	TRUE	0.664238330276266	0.563644908496825	147	24	0.240637534378988	0.569395855995352
Clostridium_innocuum	gender	Male	-0.415661357294244	0.351957717519993	147	29	0.239634926433859	0.569395855995352
Klebsiella_oxytoca	country	FIN	0.696467799157535	0.589786008819117	147	31	0.239680775414171	0.569395855995352
Enterobacter_cloacae_complex	delivery	vaginal	-0.697424238270722	0.585722772549456	147	22	0.235812732261778	0.569395855995352
Enterococcus_faecalis	abx_first_year	TRUE	0.669625700742999	0.572376681831671	147	55	0.244056189459028	0.573446710896736
Intestinibacter_bartlettii	abx_first_year	TRUE	-0.399596322745744	0.347066149532545	147	34	0.251577151768534	0.582964986167085
Veillonella_dispar	country	EST	0.676085394600551	0.585307913208417	147	46	0.250048267367474	0.582964986167085
Akkermansia_muciniphila	country	EST	-0.822813342683277	0.724838412882922	147	24	0.258272720742559	0.590963438143661
Enterobacter_cloacae_complex	abx_first_year	TRUE	-0.381241345884387	0.336039830515081	147	22	0.258546504187852	0.590963438143661
Bacteroides_uniformis	delivery	vaginal	1.61313172226572	1.43824074728795	147	65	0.263980132456489	0.599306246657975
Flavonifractor_plautii	abx_first_year	TRUE	0.622527565942501	0.557468064869969	147	54	0.266060875846949	0.599976203252181
Escherichia_coli	country	EST	1.12024641116467	1.01447685295838	147	124	0.271401986214108	0.600422804164231
Escherichia_coli	age_at_collection	age_at_collection	-0.00535171876802146	0.00489464530968518	147	124	0.276130888274413	0.600422804164231
Akkermansia_muciniphila	delivery	vaginal	1.07227758399346	0.982442045730435	147	24	0.276980757873381	0.600422804164231
Anaerostipes_hadrus	country	EST	0.635724893513305	0.576089094835759	147	36	0.271722690926519	0.600422804164231
Bacteroides_vulgatus	Exclusive_breast_feeding	TRUE	-1.00101620457998	0.907524319846257	147	79	0.271938890848257	0.600422804164231
Collinsella_aerofaciens	country	FIN	-0.863690184184138	0.790377547032691	147	44	0.276404687971116	0.600422804164231
Fusicatenibacter_saccharivorans	country	FIN	-0.463945304018526	0.427429212176124	147	21	0.279622894579363	0.602264696017089
Akkermansia_muciniphila	country	FIN	-0.723495932064876	0.686259786725195	147	24	0.293606430826427	0.61620646252505
Bacteroides_fragilis	country	EST	1.15262660332011	1.09517323379293	147	66	0.294427677033974	0.61620646252505
Klebsiella_quasipneumoniae	country	FIN	0.508111027815935	0.480014619608156	147	31	0.291662115668139	0.61620646252505
Bacteroides_ovatus	country	EST	0.849244865234784	0.80616445559024	147	43	0.29398093608067	0.61620646252505
Faecalibacterium_prausnitzii	delivery	vaginal	-0.949975238010125	0.904197102591251	147	40	0.295265596626586	0.61620646252505
Anaerostipes_hadrus	delivery	vaginal	-0.813229603835791	0.780828028418598	147	36	0.299466393968037	0.621115483785557
Roseburia_intestinalis	country	FIN	0.442726328483189	0.430194343436483	147	21	0.305218512867517	0.623510454708414
Veillonella_infantium	delivery	vaginal	-0.672921623424953	0.655271371766962	147	34	0.306247361748926	0.623510454708414
Parabacteroides_merdae	Exclusive_breast_feeding	TRUE	0.420061491334713	0.407658786759299	147	19	0.304613478702038	0.623510454708414
Bacteroides_caccae	abx_first_year	TRUE	0.529567769002167	0.517603606205435	147	24	0.30804385559999	0.623510454708414
Streptococcus_parasanguinis	Exclusive_breast_feeding	TRUE	0.394330850848837	0.387034434720772	147	44	0.310056050057671	0.623825346223816
Bacteroides_uniformis	Exclusive_breast_feeding	TRUE	0.854801520028503	0.854676880265865	147	65	0.318990424227077	0.633090854166832
Faecalibacterium_prausnitzii	abx_first_year	TRUE	0.517408007216548	0.518754358456049	147	40	0.320313825024885	0.633090854166832
Veillonella_parvula	gender	Male	-0.657127324512714	0.654175598022375	147	86	0.31688992726083	0.633090854166832
Eubacterium_rectale	Exclusive_breast_feeding	TRUE	-0.298346669558135	0.301542273940438	147	21	0.324197876416934	0.6357331916741
Faecalibacterium_prausnitzii	gender	Male	0.4721739468085	0.478457410347852	147	40	0.325434848118885	0.6357331916741
Enterobacter_cloacae_complex	gender	Male	-0.300520695013041	0.309936185520451	147	22	0.33393169406619	0.648560978070751
Bacteroides_ovatus	abx_first_year	TRUE	0.599650603436417	0.626885223973288	147	43	0.340464312591304	0.653691480175304
Parabacteroides_merdae	country	EST	0.485710536264442	0.506128391894606	147	19	0.338905356805672	0.653691480175304
Lactobacillus_rhamnosus	delivery	vaginal	-0.928830940343219	0.993972460535824	147	43	0.351697116355817	0.67108547082451
Parabacteroides_merdae	delivery	vaginal	0.638617721390903	0.686003671849423	147	19	0.353518239095054	0.67108547082451
Bifidobacterium_longum	country	EST	0.903820995320467	0.995882021954497	147	130	0.36569371693826	0.687119961037517
Bacteroides_caccae	Exclusive_breast_feeding	TRUE	0.48620036609852	0.536128646673357	147	24	0.366054979243201	0.687119961037517
Klebsiella_quasipneumoniae	Exclusive_breast_feeding	TRUE	0.368015776332289	0.408360025120711	147	31	0.369049866394457	0.688893083936319
Bacteroides_ovatus	country	FIN	0.680216261512694	0.763257351605276	147	43	0.374372158187276	0.694967100281352
Bacteroides_uniformis	abx_first_year	TRUE	0.730212096801968	0.82514493137232	147	65	0.377722857521317	0.697334506193201
Akkermansia_muciniphila	Exclusive_breast_feeding	TRUE	0.507828489058568	0.583817767832156	147	24	0.385897897990092	0.708533845490006
Bacteroides_uniformis	age_at_collection	age_at_collection	0.00436201092467029	0.00511970494270413	147	65	0.395687830749346	0.715972137409181
Ruthenibacterium_lactatiformans	abx_first_year	TRUE	-0.287254535493122	0.339928692152708	147	24	0.399549251868604	0.715972137409181
Ruminococcus_gnavus	gender	Male	-0.582097770702178	0.689566016271849	147	84	0.400046068280375	0.715972137409181
Anaerostipes_hadrus	country	FIN	0.467718807140291	0.545427466770523	147	36	0.392640477189815	0.715972137409181
Bifidobacterium_dentium	abx_first_year	TRUE	-0.390436649767469	0.463068887453548	147	40	0.40060345783609	0.715972137409181
Klebsiella_variicola	age_at_collection	age_at_collection	-0.00250939744040828	0.00301766056011942	147	33	0.407088010093888	0.716133881631133
Klebsiella_variicola	abx_first_year	TRUE	-0.406120934790155	0.486357581862817	147	33	0.405146696667541	0.716133881631133
Ruminococcus_torques	abx_first_year	TRUE	-0.266188298139582	0.317622810033208	147	19	0.403443848066148	0.716133881631133
Lactobacillus_rhamnosus	abx_first_year	TRUE	-0.46805386768965	0.570260117634257	147	43	0.413191385018369	0.723084923782146
Bacteroides_dorei	age_at_collection	age_at_collection	-0.00395319559102108	0.00484661439341087	147	48	0.416099499334993	0.724401200914806
Ruminococcus_torques	gender	Male	-0.235625968366816	0.292949803078661	147	19	0.422594480064829	0.72565724758461
Flavonifractor_plautii	Exclusive_breast_feeding	TRUE	0.462622882125419	0.577419854883565	147	54	0.424399099985576	0.72565724758461
Enterococcus_faecalis	delivery	vaginal	0.797483348297109	0.997661665616328	147	55	0.425459755280262	0.72565724758461
Enterococcus_faecalis	Exclusive_breast_feeding	TRUE	0.477275079973918	0.592862051459521	147	55	0.422183949301836	0.72565724758461
Ruminococcus_gnavus	delivery	vaginal	-1.02666772207403	1.30315380318823	147	84	0.432145457824029	0.729652632305899
Bifidobacterium_pseudocatenulatum	Exclusive_breast_feeding	TRUE	0.596429165577575	0.754539760158471	147	37	0.430618798580834	0.729652632305899
Parabacteroides_merdae	gender	Male	0.284135856616507	0.362999991242582	147	19	0.4351189363111	0.730999813002648
Bacteroides_uniformis	gender	Male	-0.58700627227724	0.761047498860687	147	65	0.441839767196078	0.738597819790458
Klebsiella_variicola	gender	Male	-0.328909328647666	0.448577222201484	147	33	0.464663179439123	0.741800147903079
Bacteroides_fragilis	abx_first_year	TRUE	0.638793220011036	0.85162265986184	147	66	0.454477724944454	0.741800147903079
Fusicatenibacter_saccharivorans	country	EST	-0.329445807090877	0.451457476842661	147	21	0.466787032046698	0.741800147903079
Bacteroides_ovatus	Exclusive_breast_feeding	TRUE	0.47389549361162	0.64932145510387	147	43	0.466730004268938	0.741800147903079
Ruminococcus_gnavus	abx_first_year	TRUE	-0.544047049445338	0.747643089327694	147	84	0.468040569510276	0.741800147903079
Parabacteroides_distasonis	delivery	vaginal	0.822582166783974	1.09789053527779	147	43	0.454988549174687	0.741800147903079
Erysipelatoclostridium_ramosum	country	EST	0.540374133866774	0.713335731413187	147	53	0.450023202413896	0.741800147903079
Veillonella_parvula	delivery	vaginal	-0.935597800455228	1.23627237769751	147	86	0.450466171839672	0.741800147903079
Intestinibacter_bartlettii	gender	Male	-0.240663706086042	0.320105977748255	147	34	0.453436592330992	0.741800147903079
Enterococcus_faecalis	gender	Male	0.387908852719092	0.527914340320439	147	55	0.463711127385381	0.741800147903079
Lactobacillus_rhamnosus	age_at_collection	age_at_collection	-0.00261558602052329	0.00353824332171991	147	43	0.461021112812452	0.741800147903079
Anaerostipes_hadrus	gender	Male	0.29864363459203	0.413176458245152	147	36	0.471026431008427	0.743027609478083
Eubacterium_rectale	abx_first_year	TRUE	-0.208271474587769	0.291122978381066	147	21	0.475566125656551	0.746683262713089
Klebsiella_pneumoniae	delivery	vaginal	0.802851965055472	1.14159809553259	147	56	0.483072154509844	0.747982690853952
Fusicatenibacter_saccharivorans	abx_first_year	TRUE	-0.247083126562364	0.351059910322786	147	21	0.482730509029936	0.747982690853952
Streptococcus_parasanguinis	country	EST	-0.339514839921528	0.480522246583451	147	44	0.481035034325856	0.747982690853952
Klebsiella_variicola	country	FIN	0.41137625798246	0.592159434725452	147	33	0.488408028729258	0.75277567730748
Bacteroides_fragilis	age_at_collection	age_at_collection	0.00363656425773382	0.00528398900028651	147	66	0.492467448095616	0.755566495708342
Collinsella_aerofaciens	Exclusive_breast_feeding	TRUE	-0.447039971534543	0.672393260073181	147	44	0.507256611982421	0.774719189209516
Bacteroides_thetaiotaomicron	age_at_collection	age_at_collection	0.00183653245622395	0.00284824406127934	147	21	0.520130734858027	0.781889985387444
Streptococcus_parasanguinis	delivery	vaginal	0.41881540716508	0.651297241649751	147	44	0.521259990258296	0.781889985387444
Bifidobacterium_breve	age_at_collection	age_at_collection	-0.00325319870812681	0.0050436614145574	147	71	0.519993280973456	0.781889985387444
Bifidobacterium_breve	delivery	vaginal	-0.913477939776721	1.41687840278331	147	71	0.52018438540249	0.781889985387444
Klebsiella_variicola	delivery	vaginal	0.51287345666129	0.84772900540537	147	33	0.546174575545791	0.785198178145281
Ruthenibacterium_lactatiformans	country	EST	0.270376905692929	0.437142906817767	147	24	0.537259291262698	0.785198178145281
Ruminococcus_torques	Exclusive_breast_feeding	TRUE	-0.202626270106508	0.328990534946363	147	19	0.538973041904032	0.785198178145281
Faecalibacterium_prausnitzii	country	FIN	0.393741554145119	0.631603781086614	147	40	0.534050940374735	0.785198178145281
Veillonella_atypica	gender	Male	0.298653343600033	0.490951321867474	147	53	0.543978105176685	0.785198178145281
Erysipelatoclostridium_ramosum	country	FIN	-0.40832094620288	0.675369321220212	147	53	0.546444799661018	0.785198178145281
